#offerId;monthlyFee;newContractsForMonth;sameContractsForMonth;CancelledContractsForMonth
1149;15,79;76;99;42
1150;27,57;87;188;6
1151;38,08;27;124;2
1152;29,87;7;170;13
1153;32,14;90;193;36
1154;37,57;30;16;42
1155;34,15;30;154;16
1156;21,76;15;161;15
1157;23,86;21;133;49
1158;25,97;72;76;21
1159;26,21;61;48;2
1160;12,6;37;78;32
1161;18,42;57;49;18
1162;36,29;45;95;4
1163;39,9;47;162;14
1164;20,06;68;166;37
1165;24,81;93;197;41
1166;30,28;58;46;23
1167;15,63;77;119;47
1168;36,25;97;130;38
1169;31,76;50;63;29
1170;14,18;62;58;18
1171;36,08;46;54;10
1172;13,84;85;1;12
1173;38,75;100;143;22
1174;20,83;28;185;29
1175;12,37;47;78;4
1176;14,58;17;97;7
1177;33,22;78;167;16
1178;15,05;88;10;2
1179;21,58;97;166;39
1180;30,82;69;7;4
1181;16,09;6;2;39
1182;33,7;99;127;8
1183;26,34;60;85;50
1184;19,79;45;174;36
1185;28,17;91;33;4
1186;24,39;55;89;50
1187;12,17;22;13;42
1188;15,67;68;5;4
1189;26,37;2;146;38
1190;35,75;100;128;44
1191;17,76;28;45;25
1192;22,64;11;49;14
1193;39,16;8;196;8
1194;18,6;39;48;40
1195;11,64;63;145;12
1196;38,59;80;188;19
1197;10,07;8;139;46
1198;16,26;75;66;28
1199;23,36;47;121;31
1200;35,66;35;119;29
1201;31,59;23;169;2
1202;20,27;89;122;26
1203;18,37;55;115;10
1204;11,08;81;80;19
1205;17,53;16;50;41
1206;19,52;85;174;3
1207;12,75;94;116;26
1208;14,98;56;187;14
1209;31,88;47;138;36
1210;22,99;22;132;23
1211;19,94;66;26;10
1212;36,8;9;197;8
1213;27,12;2;15;48
1214;27,27;97;150;45
1215;32,84;64;111;39
1216;27,82;6;196;5
1217;28,79;97;167;30
1218;34,46;69;178;18
1219;35,48;56;119;28
1220;17,24;47;178;28
1221;14,71;22;16;27
1222;31,61;11;105;26
1223;27,79;21;178;22
1224;31,88;98;184;5
1225;30,84;90;162;46
1226;23,02;48;74;22
1227;18,73;56;109;37
1228;39,04;68;28;31
1229;38,61;0;196;7
1230;27,46;39;83;6
1231;24;84;10;48
1232;20,12;81;57;47
1233;39;56;164;1
1234;10,44;65;16;15
1235;33,63;70;0;12
1236;38,44;91;168;34
1237;18,03;40;140;33
1238;10,94;77;6;32
1239;27,36;3;122;43
1240;14,26;55;13;42
1241;23,27;48;60;19
1242;34,47;70;129;10
1243;27,12;40;82;36
1244;19,69;29;69;8
1245;25,88;1;19;24
1246;13,61;10;88;12
1247;17,38;43;184;41
1248;33,72;86;175;50
1249;29,1;17;113;17
1250;28,1;30;63;36
1251;39,17;6;140;34
1252;13,42;72;111;32
1253;38,3;54;67;19
1254;27,54;46;106;30
1255;27,11;69;200;21
1256;31,44;83;134;37
1257;13,36;36;123;31
1258;29,72;98;109;13
1259;21,96;43;186;29
1260;27,52;58;77;3
1261;20,24;92;195;45
1262;38,54;73;107;35
1263;35,62;23;179;27
1264;38,28;69;19;50
1265;17,63;24;77;26
1266;37,86;65;123;32
1267;21,27;50;96;33
1268;28,01;95;171;1
1269;17,31;45;168;1
1270;31,52;61;49;14
1271;27,55;54;16;44
1272;21,74;55;43;1
1273;27,06;6;67;36
1274;38,74;57;150;18
1275;38,2;67;137;31
1276;24,79;35;6;2
1277;12,63;43;16;32
1278;33,92;96;174;42
1279;12,11;53;179;12
1280;36,31;79;134;25
1281;10,29;40;113;12
1282;24,45;58;164;30
1283;24,7;1;8;29
1284;17,62;20;3;16
1285;13,1;78;111;23
1286;23,23;17;57;43
1287;23,61;81;95;11
1288;33,08;15;35;46
1289;33,91;12;135;45
1290;36,46;10;87;10
1291;38,98;64;73;3
1292;27,43;69;129;3
1293;37,8;62;15;42
1294;15,5;19;144;7
1295;23,7;56;179;34
1296;29,57;19;155;46
1297;26,01;44;140;4
1298;33,57;19;62;32
1299;11,71;71;82;47
1300;12,76;22;53;33
1301;13,05;39;116;39
1302;35,4;42;158;23
1303;32,85;44;154;22
1304;31,3;54;123;27
1305;10,37;38;136;36
1306;34,87;61;133;6
1307;31,58;40;39;0
1308;10,53;47;5;27
1309;39,48;56;177;10
1310;16,34;95;119;0
1311;23,3;93;109;21
1312;21,83;7;32;2
1313;30,1;94;158;39
1314;11,17;68;88;35
1315;23,37;41;134;45
1316;28,72;70;20;46
1317;14,14;50;148;19
1318;15,77;37;149;2
1319;14,55;11;17;39
1320;18,02;28;50;24
1321;12,41;12;110;8
1322;24,33;97;68;50
1323;24,62;16;67;40
1324;28,37;80;42;20
1325;33,83;46;54;44
1326;23,76;31;61;40
1327;27,26;48;122;36
1328;22,49;83;13;11
1329;18,89;18;98;42
1330;21,67;62;18;44
1331;23,51;70;150;14
1332;26,5;94;186;34
1333;17,12;62;189;22
1334;20,35;13;9;17
1335;17,68;82;175;5
1336;18,27;77;31;9
1337;22,08;10;2;31
1338;13,11;7;85;4
1339;22,43;16;27;27
1340;39,36;84;20;20
1341;36,93;54;116;1
1342;39,85;96;52;25
1343;28,05;73;197;18
1344;15,96;79;19;7
1345;10,89;52;46;37
1346;28,27;47;112;39
1347;11,58;18;186;50
1348;28,6;69;110;32
1349;13,29;79;133;31
1350;24,04;52;196;30
1351;28,07;41;26;48
1352;10,33;27;141;16
1353;31,86;61;9;26
1354;16,74;2;95;38
1355;35,2;48;69;30
1356;35,63;83;103;12
1357;28,36;16;100;31
1358;32,51;70;112;30
1359;25,96;10;91;42
1360;12,93;6;37;29
1361;18,28;50;167;16
1362;30,32;61;0;17
1363;21,21;29;130;38
1364;29,05;93;136;33
1365;38,13;82;124;41
1366;37,48;45;157;39
1367;10,63;5;10;26
1368;37,14;21;56;48
1369;28,35;19;184;19
1370;18,61;49;192;26
1371;24,64;66;31;39
1372;24;72;1;5
1373;13,81;39;112;8
1374;36,76;84;99;15
1375;39,89;87;128;32
1376;16,13;14;71;3
1377;33,11;49;140;46
1378;19,82;4;161;19
1379;30,47;39;68;9
1380;29,41;4;164;32
1381;25,37;37;9;18
1382;21,13;46;42;17
1383;26,12;83;132;40
1384;21,94;79;149;15
1385;17,89;4;62;0
1386;30,45;70;85;23
1387;14,53;30;65;38
1388;26,32;56;77;39
1389;18,42;26;36;42
1390;21;50;122;8
1391;33,58;66;81;27
1392;16,54;59;73;42
1393;17,21;8;149;43
1394;28,3;37;115;46
1395;10,59;28;175;17
1396;36,9;37;180;44
1397;29,84;76;190;8
1398;31,77;25;81;14
1399;29,3;14;99;14
1400;18,1;67;24;32
1401;23,48;30;106;3
1402;24,49;61;118;25
1403;19,12;19;111;15
1404;15,98;49;143;15
1405;20,06;14;93;1
1406;12,47;91;91;45
1407;12,25;28;169;25
1408;18,46;87;19;32
1409;36,03;91;21;31
1410;37,59;55;172;20
1411;36,42;4;108;37
1412;36,2;87;104;24
1413;36,62;3;172;10
1414;38,88;93;43;42
1415;39,07;48;55;18
1416;28,2;48;58;3
1417;24,64;47;121;11
1418;20,59;71;120;44
1419;33,44;19;50;38
1420;38,19;45;176;28
1421;38,54;86;177;45
1422;23,32;54;123;23
1423;37,92;30;134;39
1424;21,98;100;171;34
1425;16,43;36;197;45
1426;14,96;13;5;47
1427;32,15;95;107;18
1428;21,91;89;55;49
1429;16,61;4;138;1
1430;37,1;10;11;44
1431;26,01;3;47;24
1432;17,22;10;94;24
1433;35,04;83;69;13
1434;16,71;22;138;23
1435;19,74;24;123;35
1436;13,07;34;178;39
1437;18,08;18;128;35
1438;17,76;80;198;18
1439;10,9;20;57;23
1440;10,85;71;125;12
1441;25,98;89;190;0
1442;15,05;95;25;19
1443;28,26;68;183;27
1444;14,71;31;127;22
1445;28,94;59;194;39
1446;33,02;86;181;0
1447;14,52;6;101;5
1448;30,6;69;10;26
1449;24,54;64;186;32
1450;18,22;68;149;18
1451;20,22;48;143;7
1452;15,09;69;64;42
1453;27,99;6;200;50
1454;22,48;25;68;14
1455;34,15;82;184;9
1456;18,56;33;125;40
1457;31,3;30;25;6
1458;12,08;0;173;6
1459;11,71;88;118;29
1460;37,57;94;3;20
1461;35,72;90;100;42
1462;12,96;54;60;39
1463;20,88;67;76;48
1464;18,68;64;183;25
1465;15,1;95;27;44
1466;10,62;0;27;13
1467;19,2;47;128;12
1468;19,77;68;25;47
1469;11,31;94;174;7
1470;19,05;50;158;43
1471;34,71;99;116;24
1472;39,21;7;196;12
1473;21,98;96;7;43
1474;29,94;94;119;5
1475;37,02;84;151;14
1476;27,13;89;171;27
1477;29,16;95;157;3
1478;31,7;75;17;42
1479;37,22;31;187;6
1480;25,12;57;23;21
1481;39,32;49;19;36
1482;24,36;99;152;1
1483;17,16;83;5;21
1484;33,38;80;101;19
1485;35,11;71;163;17
1486;27,29;97;147;27
1487;27,98;32;34;8
1488;12,93;97;21;40
1489;38,19;11;136;4
1490;17,89;64;170;32
1491;34,55;8;16;14
1492;17,28;91;105;47
1493;30,69;93;47;33
1494;19,18;18;66;41
1495;20,87;98;185;21
1496;27,11;53;99;17
1497;29,72;10;59;16
1498;34,09;18;40;17
1499;33,44;84;43;22
1500;24,62;58;120;24
1501;39,8;95;80;43
1502;14,42;76;179;20
1503;19,51;56;73;5
1504;24,57;54;110;22
1505;34,44;93;140;4
1506;37,06;99;64;2
1507;24,52;63;141;46
1508;23,56;49;25;6
1509;22,71;45;173;5
1510;24,64;25;131;2
1511;26,71;20;76;19
1512;15,56;42;72;29
1513;24,87;53;21;13
1514;31,14;90;82;23
1515;21,99;66;141;0
1516;28,07;56;50;34
1517;12,26;33;32;25
1518;24,24;47;178;2
1519;11,75;84;147;4
1520;29,77;1;119;20
1521;14,35;3;119;49
1522;20,38;58;29;12
1523;17,99;22;179;25
1524;36,21;51;198;12
1525;34,46;48;177;38
1526;32,44;23;79;2
1527;36,33;22;128;42
1528;30,38;81;64;32
1529;27,47;93;146;2
1530;39,57;9;200;13
1531;26,55;53;65;31
1532;10,25;24;185;35
1533;34,83;81;169;42
1534;19,34;9;72;50
1535;35,27;92;123;44
1536;38,52;5;174;37
1537;14,61;9;96;45
1538;38,3;89;97;1
1539;21,12;58;70;25
1540;32,59;25;104;39
1541;31,32;0;67;48
1542;19,25;97;115;22
1543;25,89;87;185;33
1544;17,08;16;158;17
1545;39,21;38;78;31
1546;39,78;47;129;27
1547;25,45;80;127;27
1548;11,47;21;70;41
1549;24,99;68;138;12
1550;31,98;94;0;0
1551;35,16;93;108;12
1552;33,87;70;96;27
1553;30,6;16;58;32
1554;17,58;5;134;6
1555;34,1;82;163;43
1556;39,11;80;134;8
1557;23,8;56;190;19
1558;22,35;64;21;34
1559;38,37;90;142;17
1560;38,4;76;49;50
1561;30,95;20;137;10
1562;17,17;63;198;19
1563;15,02;39;32;1
1564;15,95;32;108;11
1565;13,33;62;24;15
1566;37,02;73;194;20
1567;18,45;6;156;23
1568;26,58;52;144;18
1569;22,8;73;92;31
1570;36,91;95;189;44
1571;38,87;1;84;4
1572;12,3;91;7;32
1573;35,76;21;176;25
1574;13,11;97;18;26
1575;20,88;69;11;3
1576;23,31;19;85;16
1577;28,82;30;124;38
1578;15,18;72;3;38
1579;20,89;91;109;17
1580;22,92;84;158;50
1581;29,92;52;143;45
1582;29,93;6;35;10
1583;15,95;29;104;18
1584;12,57;5;2;25
1585;10,66;22;145;35
1586;14,36;60;53;12
1587;34,79;14;4;6
1588;33,32;67;92;25
1589;11,53;78;40;18
1590;22,65;18;40;34
1591;18,65;27;75;16
1592;26,18;17;36;16
1593;33,01;49;155;8
1594;20,53;76;187;41
1595;14,95;96;84;5
1596;21,51;42;43;0
1597;14,25;96;3;20
1598;36,78;23;133;38
1599;24,84;30;138;14
1600;23,55;7;11;39
1601;37,97;20;78;24
1602;35,42;26;4;42
1603;12,59;56;32;47
1604;15,83;34;11;8
1605;10,09;31;96;36
1606;24,98;49;20;3
1607;32,93;35;97;32
1608;26,01;65;43;8
1609;19,06;99;106;40
1610;29,62;51;158;11
1611;36,27;39;125;50
1612;10,19;71;120;50
1613;22;2;4;19
1614;39,38;66;56;7
1615;29,18;0;6;18
1616;39,46;68;129;46
1617;28,01;88;104;30
1618;16,73;25;114;27
1619;15,53;24;159;16
1620;33,25;59;165;34
1621;17,07;65;30;12
1622;28,45;41;184;44
1623;16,64;30;150;26
1624;29,68;70;36;13
1625;39,63;56;169;6
1626;33;72;91;24
1627;17,02;13;33;11
1628;30;62;1;6
1629;10,98;9;199;11
1630;39,48;0;161;26
1631;13,57;7;195;17
1632;38,26;96;19;17
1633;25,36;76;118;11
1634;37,08;60;96;33
1635;19,64;16;144;8
1636;31,54;84;141;17
1637;29,95;93;114;34
1638;22,82;90;167;17
1639;25;27;111;33
1640;25,52;19;29;47
1641;32,08;95;93;23
1642;38,87;16;43;7
1643;10,23;62;6;38
1644;14,9;36;196;40
1645;36,53;65;10;48
1646;13,95;100;22;39
1647;30,59;97;98;10
1648;17,64;64;38;13
1649;24,36;7;121;27
1650;23,68;67;161;4
1651;37,05;88;115;13
1652;23,34;89;130;1
1653;18,87;13;170;1
1654;12,99;31;50;22
1655;10,83;6;51;37
1656;25,74;45;148;10
1657;28,69;31;68;33
1658;24,96;81;41;35
1659;33,08;94;128;33
1660;23,33;9;110;14
1661;16,25;19;195;23
1662;36,62;14;149;30
1663;13,23;93;174;23
1664;20,44;33;72;33
1665;22,22;66;128;47
1666;35,02;82;67;43
1667;37,12;66;99;38
1668;28,15;22;133;31
1669;14,87;88;32;37
1670;30,46;60;49;16
1671;13,91;44;75;37
1672;19,82;32;109;37
1673;12,9;77;70;44
1674;13,78;25;104;17
1675;34,75;1;88;35
1676;32,65;65;80;10
1677;21,35;40;17;7
1678;39,67;23;69;15
1679;25,31;18;117;29
1680;18,93;73;91;44
1681;32,1;59;190;20
1682;32,9;83;65;49
1683;16,16;39;148;43
1684;20,37;43;134;17
1685;32,21;12;104;13
1686;12,13;22;13;0
1687;30,67;86;174;17
1688;16,55;68;54;37
1689;21,03;82;57;30
1690;20,27;36;147;33
1691;33,17;11;172;0
1692;14,49;91;87;40
1693;17,56;26;33;43
1694;16,38;89;57;45
1695;22,82;22;126;38
1696;26,27;64;93;33
1697;11,63;52;127;33
1698;30,53;49;81;49
1699;25,07;95;35;7
1700;19,85;46;29;10
1701;27,43;95;179;48
1702;10,42;12;66;8
1703;19,19;28;174;28
1704;29,51;3;118;28
1705;13,79;23;19;12
1706;24,32;12;76;16
1707;29,93;31;135;8
1708;29,44;13;2;40
1709;17,63;22;16;21
1710;27,36;36;30;21
1711;22,34;13;165;1
1712;27,24;75;135;29
1713;14,71;22;13;45
1714;33,01;43;58;36
1715;28,38;56;66;25
1716;25,79;83;86;35
1717;10,79;0;85;26
1718;32,96;42;181;40
1719;13,72;32;74;8
1720;10,18;25;58;28
1721;39,11;5;181;31
1722;38,91;4;97;18
1723;36,87;70;77;6
1724;24,41;47;31;8
1725;15,98;97;83;45
1726;16,5;15;107;23
1727;28,39;68;146;19
1728;20,83;20;74;33
1729;31,36;43;61;13
1730;25,85;33;10;46
1731;13,99;38;25;16
1732;19,23;61;108;22
1733;18,18;28;150;6
1734;17,59;97;3;29
1735;20,54;70;197;14
1736;10,66;3;140;37
1737;31,45;42;88;48
1738;33,9;8;173;14
1739;29,99;64;84;40
1740;29,76;78;61;20
1741;34,6;63;200;47
1742;22,55;73;94;26
1743;38,29;59;76;40
1744;39,36;19;65;35
1745;26,99;31;101;8
1746;30,05;18;8;41
1747;20,41;5;200;41
1748;17,74;6;24;38
1749;32,89;49;165;42
1750;24,18;39;138;3
1751;14,71;10;6;4
1752;12,59;14;141;39
1753;16,54;17;174;41
1754;17,21;23;198;20
1755;13,43;42;39;2
1756;38,45;67;195;22
1757;23,12;31;47;46
1758;37,1;48;181;32
1759;37,68;90;83;23
1760;19;5;71;31
1761;36,64;80;7;11
1762;29,1;32;174;0
1763;14,28;59;25;27
1764;16,01;90;118;23
1765;15,79;92;101;12
1766;15,77;60;190;9
1767;29,23;62;113;6
1768;28,3;27;166;34
1769;32,99;0;31;24
1770;31,78;28;106;8
1771;35,57;29;71;3
1772;32,88;45;167;14
1773;35,83;78;58;4
1774;16,2;13;63;39
1775;20,94;69;66;17
1776;23,2;2;13;34
1777;24,6;69;192;43
1778;35,07;40;30;21
1779;15,37;74;185;39
1780;15,41;93;144;42
1781;24,69;30;108;7
1782;33,81;95;13;14
1783;22,11;67;85;42
1784;13,16;13;71;7
1785;17,15;4;33;1
1786;29,34;41;0;20
1787;11,88;26;42;17
1788;32,8;93;34;9
1789;39,93;86;50;39
1790;31,1;45;62;37
1791;28,14;61;77;40
1792;34,03;7;5;42
1793;29,79;74;47;3
1794;26,51;89;65;49
1795;22,02;65;129;42
1796;15,29;0;97;24
1797;25,06;16;85;50
1798;17,5;21;57;31
1799;13,35;6;138;24
1800;16,29;60;122;33
1801;30,98;98;120;31
1802;37,1;57;73;8
1803;10,15;24;53;22
1804;23,84;36;40;19
1805;12,24;49;122;49
1806;34,24;7;111;7
1807;23,08;31;14;50
1808;21,94;57;192;40
1809;22,66;0;112;1
1810;12,43;24;146;9
1811;17,62;62;66;42
1812;28,15;71;14;13
1813;14,49;45;62;4
1814;17,59;75;42;2
1815;39,36;14;71;37
1816;11,99;64;109;28
1817;34,75;53;12;8
1818;22,46;81;175;41
1819;26,8;55;54;2
1820;38,47;87;29;20
1821;32,4;86;130;12
1822;22,35;42;66;33
1823;37,62;93;181;38
1824;24,34;10;24;35
1825;21,38;95;197;41
1826;25,69;83;158;1
1827;28,05;79;62;36
1828;33,29;48;180;6
1829;19,11;26;168;48
1830;15,84;81;76;50
1831;24,85;80;78;2
1832;24,36;97;99;30
1833;36,75;72;135;19
1834;10,07;60;190;39
1835;15,6;54;53;8
1836;30,35;13;70;42
1837;21,66;85;88;16
1838;28,47;35;163;27
1839;15,04;34;79;46
1840;27,96;87;194;23
1841;37,15;56;121;17
1842;25,41;100;184;29
1843;12,47;68;37;25
1844;11,24;44;127;45
1845;17,56;68;145;9
1846;39,57;19;9;32
1847;23,53;25;54;49
1848;19,39;19;129;9
1849;23,21;73;79;49
1850;29,62;34;29;1
1851;30,54;83;75;6
1852;22,85;45;187;10
1853;21,27;26;133;47
1854;25,02;45;154;20
1855;31,05;74;138;23
1856;13,77;46;167;10
1857;10,39;36;20;46
1858;14,79;54;94;11
1859;14,91;63;5;30
1860;33,42;8;81;1
1861;39,87;15;60;34
1862;11,74;76;48;30
1863;10,29;93;68;47
1864;20,33;69;8;3
1865;36,05;90;24;49
1866;23,28;82;65;32
1867;33,05;20;167;31
1868;10,63;78;92;20
1869;27,37;13;136;40
1870;33,31;63;162;34
1871;27,69;42;35;12
1872;21,68;29;77;27
1873;20,64;85;196;8
1874;26,43;29;22;46
1875;29,43;40;150;26
1876;34,62;47;54;32
1877;20,31;51;131;3
1878;35,82;62;125;25
1879;16,63;17;10;22
1880;17,76;34;99;27
1881;15,11;74;70;24
1882;19,24;84;162;42
1883;21,12;63;3;16
1884;35,3;47;58;29
1885;29,79;73;150;36
1886;34,47;71;20;47
1887;34,09;46;179;31
1888;29,44;27;89;38
1889;28,53;67;8;48
1890;10,24;9;33;48
1891;24,38;36;156;49
1892;33,31;100;162;44
1893;16,6;40;181;30
1894;33,1;36;102;9
1895;20,69;56;171;36
1896;24,18;98;108;15
1897;35,79;71;88;22
1898;10,96;85;198;8
1899;27,04;66;38;34
1900;10,36;22;55;0
1901;36,35;13;177;11
1902;35,45;92;69;31
1903;20,3;84;19;19
1904;22,35;35;74;34
1905;26,78;45;58;12
1906;24,19;40;3;31
1907;23,83;61;108;11
1908;30,59;17;20;48
1909;33,77;17;174;16
1910;17,16;25;64;50
1911;30,24;10;191;44
1912;29,63;89;110;11
1913;13,85;94;188;26
1914;16,63;53;22;37
1915;15,16;27;171;45
1916;11,56;42;137;25
1917;13,48;6;1;17
1918;18,04;66;136;4
1919;27,19;46;17;21
1920;22,65;88;130;17
1921;18,31;74;45;46
1922;17,63;14;200;4
1923;36,45;30;163;9
1924;25,92;68;140;18
1925;13,12;58;147;41
1926;25,71;11;105;46
1927;24,28;15;114;50
1928;10,6;62;50;44
1929;32,02;83;89;49
1930;20,35;21;89;29
1931;12,78;89;180;6
1932;10,47;38;123;13
1933;27,61;18;138;0
1934;38,73;24;62;0
1935;20,91;63;33;15
1936;10,01;13;38;28
1937;14,44;13;195;8
1938;25,93;94;65;7
1939;35,58;93;176;38
1940;14,75;75;143;47
1941;30,22;28;119;29
1942;39,03;72;75;19
1943;23,3;45;124;41
1944;20,64;92;188;13
1945;25,81;25;75;35
1946;28,78;21;185;4
1947;28,08;48;148;25
1948;39,73;62;45;15
1949;28,19;65;93;16
1950;17,03;13;108;23
1951;18,19;60;75;28
1952;19,27;24;147;37
1953;16,89;99;142;13
1954;24,51;2;4;4
1955;37,95;55;155;35
1956;15,39;12;84;5
1957;26,59;4;20;22
1958;23,75;8;11;20
1959;31,43;19;20;15
1960;16,49;21;75;8
1961;28,03;49;38;8
1962;39,28;54;75;1
1963;11,96;29;151;21
1964;17,4;36;23;1
1965;13,53;13;88;40
1966;29,6;54;174;36
1967;19,48;31;78;13
1968;39;89;181;4
1969;21,37;52;70;14
1970;24,37;11;70;45
1971;28,27;64;46;41
1972;38,88;0;9;37
1973;35,56;45;45;30
1974;21,19;13;90;26
1975;12,39;69;77;7
1976;32,67;68;49;46
1977;28,04;12;52;43
1978;27,29;54;123;25
1979;17,82;29;177;26
1980;30,83;97;93;1
1981;13,46;96;129;28
1982;25,12;50;99;37
1983;26,27;31;188;21
1984;10,47;35;92;34
1985;13,67;84;112;17
1986;16,7;7;155;18
1987;15,98;92;197;25
1988;12,68;75;88;30
1989;38,02;80;118;32
1990;10,42;30;155;10
1991;20,66;7;112;35
1992;22,39;73;7;13
1993;26,65;96;196;9
1994;25,2;99;93;27
1995;17,91;46;107;26
1996;26,41;71;56;6
1997;28,26;60;138;49
1998;20,13;14;161;30
1999;28,74;54;13;34
2000;27,62;43;152;12
2001;21,82;53;108;20
2002;33,81;70;141;46
2003;13,02;12;88;50
2004;19,68;64;84;41
2005;21,88;73;5;21
2006;20,67;30;140;39
2007;10,59;23;11;27
2008;35,68;97;40;25
2009;17,74;74;16;30
2010;27,79;20;64;12
2011;14,2;90;4;25
2012;33,85;71;86;26
2013;22,53;93;171;33
2014;13,99;83;8;9
2015;15,32;97;29;45
2016;32,98;52;85;18
2017;29,89;95;93;43
2018;32,38;46;147;46
2019;13,47;85;189;19
2020;21,31;85;144;29
2021;30,82;81;180;41
2022;11,79;88;182;1
2023;38,45;45;122;36
2024;17,56;67;184;3
2025;30,38;87;75;43
2026;24,4;7;67;11
2027;24,42;26;66;14
2028;34,06;49;194;0
2029;30,95;16;54;17
2030;12,16;92;194;44
2031;15,69;66;42;18
2032;30,13;80;184;0
2033;17,15;32;108;22
2034;11,05;38;181;35
2035;35,3;43;122;32
2036;39,26;65;94;28
2037;33,41;73;7;28
2038;13,99;69;26;35
2039;27,61;5;55;16
2040;20,3;60;63;14
2041;30,31;97;152;8
2042;22,52;58;22;44
2043;30,14;41;94;15
2044;25,92;84;199;9
2045;14,37;95;151;33
2046;21,79;94;13;37
2047;20,27;2;147;39
2048;12,07;71;117;12
2049;18,64;82;121;0
2050;30,46;8;174;9
2051;36,39;77;148;22
2052;12,55;99;143;23
2053;10,65;66;57;42
2054;16,19;24;113;46
2055;33,46;100;21;7
2056;27,31;68;60;32
2057;36,87;95;151;15
2058;25,58;48;102;8
2059;20,04;91;186;41
2060;39,93;76;94;24
2061;36,66;17;85;2
2062;19,17;69;58;27
2063;24,84;49;127;21
2064;11,75;75;47;9
2065;35,78;66;158;41
2066;39,54;26;97;4
2067;13,15;98;92;45
2068;39,98;86;43;47
2069;29,96;16;3;39
2070;36,62;82;98;2
2071;38,97;8;66;45
2072;20,38;98;135;22
2073;35,63;41;23;50
2074;29,92;46;54;10
2075;16,9;37;64;3
2076;37,18;2;158;14
2077;36,48;61;147;4
2078;39,73;68;111;44
2079;27,07;38;48;49
2080;33,51;87;44;2
2081;27,79;43;123;18
2082;16,22;51;86;23
2083;39,13;4;43;21
2084;23,38;22;132;36
2085;27,36;53;142;5
2086;26,81;6;122;23
2087;29,52;67;160;16
2088;19,22;97;51;9
2089;22,39;79;78;38
2090;23,25;57;99;22
2091;12,27;30;25;28
2092;29,7;10;7;23
2093;13,18;49;183;39
2094;24,3;76;133;37
2095;39,73;19;147;35
2096;39,8;87;146;12
2097;14,87;1;134;50
2098;19,48;90;168;41
2099;31,25;7;69;1
2100;26,83;97;67;11
2101;16,65;23;198;30
2102;20,77;85;159;30
2103;22,04;64;140;15
2104;25,52;50;186;23
2105;36,07;3;189;8
2106;10,75;42;16;30
2107;14,61;94;38;49
2108;32,17;33;134;44
2109;36;57;64;35
2110;39,83;83;22;14
2111;22,75;72;148;50
2112;17,19;82;188;49
2113;36,07;92;175;32
2114;27,88;37;5;31
2115;27,79;10;47;47
2116;37,9;47;104;7
2117;19,13;38;195;19
2118;39,4;53;26;3
2119;21,97;78;103;27
2120;23,91;98;30;43
2121;37,1;96;82;9
2122;14,46;23;60;14
2123;37,55;2;115;9
2124;28,24;56;171;14
2125;19,12;98;34;29
2126;15,6;65;147;24
2127;25,24;40;92;34
2128;19,23;5;90;25
2129;12,23;4;171;45
2130;22,01;80;67;33
2131;15,69;53;95;27
2132;25,24;76;158;17
2133;10,91;73;171;22
2134;15,12;73;68;42
2135;24,75;32;185;43
2136;16,07;94;1;11
2137;16,43;26;144;35
2138;23,17;64;13;19
2139;16,97;96;21;14
2140;22,15;28;176;32
2141;35,88;19;162;40
2142;33,98;60;96;23
2143;34,7;34;13;29
2144;28,17;9;41;32
2145;15,65;47;196;7
2146;22,12;4;3;39
2147;34,36;19;113;25
2148;38,39;8;47;34
2149;27,51;51;75;23
2150;31,53;71;160;33
2151;25,89;68;25;44
2152;37,59;10;74;43
2153;11,82;47;176;3
2154;34,41;14;159;39
2155;11,47;27;75;17
2156;35,37;46;64;13
2157;13,32;93;19;47
2158;16,11;96;54;30
2159;12,34;42;127;41
2160;39,7;100;67;32
2161;15,91;15;151;16
2162;22,11;37;18;33
2163;36,61;87;200;26
2164;17,79;5;170;48
2165;30,15;67;65;3
2166;18,18;76;91;6
2167;12,77;34;185;30
2168;23,76;82;107;45
2169;15,84;18;113;43
2170;16,3;47;169;21
2171;25,3;22;2;4
2172;39,06;56;200;12
2173;12,03;39;176;3
2174;16,87;37;131;5
2175;15,87;37;61;36
2176;29,59;70;124;30
2177;39,62;19;62;49
2178;18,27;0;91;49
2179;10,54;49;1;1
2180;32,27;79;109;42
2181;11,83;28;115;22
2182;34,39;90;92;10
2183;25;82;60;45
2184;21,19;87;13;31
2185;11,97;12;187;1
2186;19,18;95;177;15
2187;35,25;67;20;25
2188;22,87;100;146;34
2189;39,19;79;41;38
2190;25,08;77;193;19
2191;24,1;65;171;18
2192;12,69;8;50;24
2193;27,19;70;89;3
2194;37,88;26;152;31
2195;17,07;88;198;12
2196;13,74;34;88;26
2197;27,46;72;58;25
2198;37,29;39;5;43
2199;35,65;21;161;15
2200;25,52;85;191;4
2201;25,67;15;134;17
2202;14,49;88;117;13
2203;14,1;64;66;42
2204;20,59;43;45;34
2205;38,94;95;34;0
2206;29,59;56;162;50
2207;35,1;3;29;19
2208;25,77;61;107;19
2209;38,7;43;3;50
2210;11,22;60;138;50
2211;27,45;79;83;46
2212;16,24;47;25;48
2213;18,53;57;115;10
2214;30,7;68;87;26
2215;23,1;30;9;35
2216;28,94;3;53;40
2217;12,22;99;178;37
2218;28,89;9;146;13
2219;26,96;100;190;30
2220;13,61;9;81;21
2221;25,51;95;30;3
2222;19,79;81;128;29
2223;34,44;55;119;2
